Sl.Num,ProductName,nd,AgeGroup,Gender,Sentiment,,,,,,
353,Chrome 9506 - Metal Body Pencil Sharpener,https://www.amazon.in/Chrome-9506-Metal-Pencil-Sharpener/dp/B01MCZ5UGM?ref_=Oct_s9_apbd_orecs_hd_bw_b3v1ok3&pf_rd_r=ARS8VPAYJFFRPQ3HK9K8&pf_rd_p=b95b87fe-b189-53b9-9358-043bbd8c36a6&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3591083031,"1,2,3,4,5,6,7","1,0","3,4",,,,,,
354,Apsara White Dustless Chalks,https://www.amazon.in/Apsara-White-dustless-chalks-Dustless/dp/B07CZTF1PP?ref_=Oct_s9_apbd_orecs_hd_bw_b3v1nhX&pf_rd_r=Y1XZB2HJEDGN9JT96CMY&pf_rd_p=b33cf592-d0be-5296-987d-2e45f32c7524&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3591079031,"1,2,3,4,5,6,7","1,0","3,4",,,,,,
355,Eduway Multicolor Chalk Holder For Teacher,https://www.amazon.in/Eduway-Multicolor-Holder-Teacher-Adults/dp/B08C2DSMZR?ref_=Oct_s9_apbd_onr_hd_bw_b3v1nhX&pf_rd_r=Y1XZB2HJEDGN9JT96CMY&pf_rd_p=51c970a8-8bfe-5d83-abd4-7b89ed5336fb&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=3591079031,"1,2,3,4,5,6,7","1,0","3,4",,,,,,
356,CHIPTRONEX X410B Mid Tower ATX Cabinet USB,https://www.amazon.in/CHIPTRONEX-X410B-GAMING-CABINET-WITHOUT/dp/B07D2BB1L4?ref_=Oct_s9_apbd_orecs_hd_bw_b1V4oKV&pf_rd_r=GPAKCD6ZG3TV4N7X3MMG&pf_rd_p=331590b2-3913-5dbb-a925-3547c6185044&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=1375346031,"1,2,3,4,5,6,7","1,0","3,4",,,,,,
357,Philips BT1212/15 USB charging cordless rechargeable Beard Trimmer,https://www.amazon.in/Philips-BT1212-Beard-Trimmer-Green/dp/B0744L38KK/ref=sr_1_4?dchild=1&pf_rd_i=3150028031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8ff8d0af-3a5d-4bf6-a667-c9b4c5707bed&pf_rd_r=QV54VR7WGMFXPAMCSN1S&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1601739706&refinements=p_n_target_audience_browse-bin%3A1463516031%2Cp_36%3A70000-99999999%2Cp_72%3A1318477031&s=hpc&sr=1-4,"1,2,3,4,5,6,7",1,"3,4",,,,,,
358,"Philips Electric Shaver S1323/45, 3D Pivot & Flex Heads, 27 Comfort Cut Blades, Fast Charge, Up to 40 Min of Shaving (Silver)",https://www.amazon.in/Philips-Electric-Shaver-Comfort-Shaving/dp/B085GKQFXL/ref=sr_1_1_sspa?dchild=1&pf_rd_i=3150028031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8ff8d0af-3a5d-4bf6-a667-c9b4c5707bed&pf_rd_r=QV54VR7WGMFXPAMCSN1S&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1601739750&refinements=p_n_target_audience_browse-bin%3A1463516031%2Cp_36%3A70000-99999999%2Cp_85%3A10440599031%2Cp_72%3A1318478031&rps=1&s=hpc&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzMlMySlRUVlRTRk5KJmVuY3J5cHRlZElkPUEwMDczMDI0M0RQTlZPM0ZTWDNRRiZlbmNyeXB0ZWRBZElkPUEwNTc5MTQ1M1BNNkM3UTNWR0xHUCZ3aWRnZXROYW1lPXNwX2F0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"1,2,3,4,5,6,7",1,"3,4",,,,,,
359,Women's Portable Safe Painless Electric Eyebrow Trimmer Hair Remover,https://www.amazon.in/ALPHA-Portable-Painless-Electric-Eyebrow/dp/B08JM5CFJ6/ref=sr_1_1_sspa?dchild=1&pf_rd_i=3150028031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8ff8d0af-3a5d-4bf6-a667-c9b4c5707bed&pf_rd_r=QV54VR7WGMFXPAMCSN1S&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1601739773&s=hpc&sr=1-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyVTY0QlJQV0hFTVQ2JmVuY3J5cHRlZElkPUEwODk5NDMyMThQUVUwNDVMR1kzMSZlbmNyeXB0ZWRBZElkPUEwOTkyOTc0MTg0Wlg1RFRJRVE0MyZ3aWRnZXROYW1lPXNwX2F0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
360,Panasonic ER417K44B Nose and Hair Battery Operated Ergonomic Design Trimmer,https://www.amazon.in/Panasonic-ER417K-Battery-Operated-Trimmer/dp/B009EPFDJK/ref=sr_1_2?dchild=1&keywords=nose+trimmer&pf_rd_i=3150028031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=8ff8d0af-3a5d-4bf6-a667-c9b4c5707bed&pf_rd_r=QV54VR7WGMFXPAMCSN1S&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1601740447&refinements=p_n_target_audience_browse-bin%3A1463516031%7C1463517031%2Cp_85%3A10440599031%2Cp_36%3A70000-99999999&rps=1&s=hpc&sr=1-2,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
361,Philips HP8316/00 Kerashine Hair Straightener With Keratin Ceramic Coating,https://www.amazon.in/Philips-HP8316-00-Kerashine-Straightener/dp/B00E7O97IG/ref=lp_16404021031_1_6?s=hpc&ie=UTF8&qid=1601740526&sr=1-6,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
362,Panasonic EH-ND12-P62B 1000W Hair Dryer with Cool Air and Turbo Dry Mode,https://www.amazon.in/Panasonic-EH-ND12P-Hair-Dryer-Pink/dp/B008KH5BRM/ref=lp_16404022031_1_3_sspa?s=hpc&ie=UTF8&qid=1601740582&sr=1-3-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyMDVHRUxYWlIzRElMJmVuY3J5cHRlZElkPUEwMTg2NzM2MjhBUUZIRjRCOVNISCZlbmNyeXB0ZWRBZElkPUEwODE5NDgyMVRSNlZUTVIxQTNTWSZ3aWRnZXROYW1lPXNwX2F0Zl9icm93c2UmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
363,Braun Silk Epil 1/1170 Epilator,https://www.amazon.in/Braun-Silk-Epil-1170-Epilator/dp/B005GRH5M8/ref=lp_16404026031_1_7?s=hpc&ie=UTF8&qid=1601740627&sr=1-7,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
364,Philips BHB862 Electric Hair Curler,https://www.flipkart.com/philips-bhb862-electric-hair-curler/p/itmexkszuhf99fzh?pid=HCREXKSZPX88QQWK&lid=LSTHCREXKSZPX88QQWKAG6RPO&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=SEARCH&iid=786501ea-ce37-49ba-8cdd-0f086c6d3ae8.HCREXKSZPX88QQWK.SEARCH&ppt=sp&ppn=sp&ssid=wq1yo46bq80000001601740674496&qH=2a445571c451fc20,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
365,Beeone White Chocolate Milky Wax,https://www.flipkart.com/beeone-white-chocolate-milky-wax-800-gms/p/itmfdp9ygdwqtcwh?pid=HRMFDZKW88EHFH7Z&lid=LSTHRMFDZKW88EHFH7ZQB97WK&marketplace=FLIPKART&srno=s_1_21&otracker=search&otracker1=search&fm=SEARCH&iid=10c0a553-1360-4835-91f9-3d8050aeabee.HRMFDZKW88EHFH7Z.SEARCH&ppt=sp&ppn=sp&ssid=4mxb435vf40000001601740712273&qH=dcd86f360d20e827,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
366,Veet Dry Skin Full Body Waxing Kit Strips,https://www.flipkart.com/veet-dry-skin-full-body-waxing-kit-strips/p/itmf7dx3hu5nrhrt?pid=HRMEZ4H9PGXFYZJV&lid=LSTHRMEZ4H9PGXFYZJV3GSTL3&marketplace=FLIPKART&srno=s_1_11&otracker=search&otracker1=search&fm=SEARCH&iid=22c93e57-b257-4235-8981-b51d4042008b.HRMEZ4H9PGXFYZJV.SEARCH&ppt=sp&ppn=sp&ssid=p0rpvzj8og0000001601740761272&qH=dcd86f360d20e827,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
367,Hip Hop Facial Wax Strips( pack of 2) Strips,https://www.flipkart.com/hip-hop-facial-wax-strips-pack-2-strips/p/itmfa3rzjaz7aqzc?pid=HRMFA3HNRGU3WPHN&lid=LSTHRMFA3HNRGU3WPHNTU7VKW&marketplace=FLIPKART&srno=s_1_26&otracker=search&otracker1=search&fm=SEARCH&iid=22c93e57-b257-4235-8981-b51d4042008b.HRMFA3HNRGU3WPHN.SEARCH&ppt=sp&ppn=sp&qH=dcd86f360d20e827,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
368,Wingage Hair Removal Waxing / Wax Reusable Steel Knife Spoon Wax,https://www.flipkart.com/wingage-hair-removal-waxing-wax-reusable-steel-knife-spoon/p/itmfbkgnheqmtzuc?pid=HRMFBJZQ95HKYHWN&lid=LSTHRMFBJZQ95HKYHWNN1PV8V&marketplace=FLIPKART&srno=s_2_44&otracker=search&otracker1=search&fm=SEARCH&iid=8564c058-e169-4bb4-986d-af15d85c989e.HRMFBJZQ95HKYHWN.SEARCH&ppt=sp&ppn=sp&qH=dcd86f360d20e827,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
369,DESIGNER CLUTCHES,https://www.amazon.in/dp/B08KLBGB33/ref=sr_1_3?dchild=1&pf_rd_i=1983338031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=d8c645ca-d2a8-4cd2-8caa-b8780bb7a597&pf_rd_r=H94S964QQS2G6FZ7N4T8&pf_rd_s=merchandised-search-6&qid=1601741326&refinements=p_n_pct-off-with-tax%3A2665399031&rnid=16374806031&s=shoes&sr=1-3,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
370,Jishnu traditional & designer ethenic women Potli Bag,https://www.amazon.in/dp/B08KLNBP7Y/ref=sr_1_11?dchild=1&pf_rd_i=1983338031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=d8c645ca-d2a8-4cd2-8caa-b8780bb7a597&pf_rd_r=H94S964QQS2G6FZ7N4T8&pf_rd_s=merchandised-search-6&qid=1601742834&refinements=p_n_pct-off-with-tax%3A2665399031&rnid=16374806031&s=shoes&sr=1-11,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
371,FD Fashion PU Leather Pink Wallets for Women's,https://www.amazon.in/Fashion-Leather-Pink-Wallets-Womens/dp/B08KJ56ZQ3/ref=sr_1_16?dchild=1&pf_rd_i=1983338031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=d8c645ca-d2a8-4cd2-8caa-b8780bb7a597&pf_rd_r=H94S964QQS2G6FZ7N4T8&pf_rd_s=merchandised-search-6&qid=1601742834&refinements=p_n_pct-off-with-tax%3A2665399031&rnid=16374806031&s=shoes&sr=1-16,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
372,Casual Petal Sleeve Solid Women Maroon To,https://www.flipkart.com/god-bless-casual-petal-sleeve-solid-women-maroon-top/p/itm74f5e2f6d342f?pid=TOPFMYZY94UBTZBP&lid=LSTTOPFMYZY94UBTZBPBG6IHH&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=SEARCH&iid=5061f8a5-da86-4e12-b3e8-3ba4b0197cb3.TOPFMYZY94UBTZBP.SEARCH&ppt=browse&ppn=browse&ssid=nid08xbauo0000001601742992505,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
373,Women Bandage Yellow Dress,https://www.flipkart.com/zima-leto-women-bandage-yellow-dress/p/itmfgb2sg7dg65rn?pid=DREF8VFRAGDWMM3Z&lid=LSTDREF8VFRAGDWMM3ZTQ3WS7&marketplace=FLIPKART&srno=b_1_27&otracker=browse&fm=SEARCH&iid=e2b776bc-7dd0-450c-898a-966defb1cc81.DREF8VFRAGDWMM3Z.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
374,Jogger Fit Women Light Blue Jeans,https://www.flipkart.com/shyams-jogger-fit-women-light-blue-jeans/p/itmd6d9afc6cfbe1?pid=JEAFUKAE3C3SGHRH&lid=LSTJEAFUKAE3C3SGHRHG9IJKZ&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=SEARCH&iid=d53f8b58-1e4c-4d56-a734-84c69865c545.JEAFUKAE3C3SGHRH.SEARCH&ppt=browse&ppn=browse&ssid=vljqjdwq800000001601743282160,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
375,Printed Women Denim Light Blue Denim Shorts,https://www.flipkart.com/abdullha-garment-printed-women-denim-light-blue-shorts/p/itm3f4b902e2ba54?pid=SRTFTJTUKXACQFCV&lid=LSTSRTFTJTUKXACQFCVIDLCOL&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=SEARCH&iid=9ceac173-fe1c-47b0-87dc-b39a4da6e8cc.SRTFTJTUKXACQFCV.SEARCH&ppt=browse&ppn=browse&ssid=yd0o2s20k00000001601743311442,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
376,Women Printed A-line Blue Skirt,https://www.flipkart.com/khushi-print-printed-women-a-line-blue-skirt/p/itmfhgg9bgnky5zf?pid=SKIFHHSYFHFY6A6H&lid=LSTSKIFHHSYFHFY6A6HH03JFU&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=SEARCH&iid=d9f125b4-608b-44c1-9f7a-5b75c06919d2.SKIFHHSYFHFY6A6H.SEARCH&ppt=browse&ppn=browse&ssid=3czobv5p8g0000001601743361274,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
377,Color Block Women Black Tights,https://www.flipkart.com/neu-look-color-block-women-black-tights/p/itmc83dc8b77dcfd?pid=TGTFJEDXSMPKSPRP&lid=LSTTGTFJEDXSMPKSPRPB89QGM&marketplace=FLIPKART&srno=b_1_3&otracker=nmenu_sub_Women_0_Jeggings%20%26%20Tights&fm=SEARCH&iid=e4523a74-747c-472a-b099-e18e449de774.TGTFJEDXSMPKSPRP.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
378,Flared Women Maroon Cotton Blend Trousers,https://www.flipkart.com/addyvero-flared-women-maroon-trousers/p/itm9dfc4c9f2f73d?pid=TROFPWPZRMYYAPWE&lid=LSTTROFPWPZRMYYAPWEQH8FQP&marketplace=FLIPKART&srno=b_1_7&otracker=nmenu_sub_Women_0_Trousers%20%26%20Capris&fm=SEARCH&iid=7c4ec30e-9864-4030-bebe-227f6f1903a0.TROFPWPZRMYYAPWE.SEARCH&ppt=browse&ppn=browse&ssid=fi4mahnbi80000001601743450145,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
379,Women Multicolor Capri,https://www.flipkart.com/styleaone-women-multicolor-capri/p/itme70e2df5e7879?pid=CPIFZ8KY54DYYMU4&lid=LSTCPIFZ8KY54DYYMU4HLH0EU&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=SEARCH&iid=2773d602-6c11-47c8-b77c-1f69861ce421.CPIFZ8KY54DYYMU4.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
380,Women Black Tank Top/Vest,https://www.flipkart.com/friskers-women-tank-top-vest/p/itme8de71600d2aa?pid=CSPFRVWZZG74HYCZ&lid=LSTCSPFRVWZZG74HYCZDIRRKS&marketplace=FLIPKART&srno=b_1_35&otracker=browse&fm=SEARCH&iid=de538d31-7f29-4807-a701-eddb8e42bdb2.CSPFRVWZZG74HYCZ.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
381,"Solid Women Maroon, Blue Track Pants",https://www.flipkart.com/blinkin-solid-women-maroon-blue-track-pants/p/itm989ba739e74f1?pid=TKPFSBJZ8FNXQPJA&lid=LSTTKPFSBJZ8FNXQPJAOYBPPZ&marketplace=FLIPKART&srno=b_1_17&otracker=nmenu_sub_Women_0_Sports%20Wear&fm=SEARCH&iid=4d5b6111-1dca-4a22-94e2-af036bb81fcd.TKPFSBJZ8FNXQPJA.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
382,"INDIAN CULTURE Brocade Self Design, Solid Kurta & Palazzo Material(Unstitched)",https://www.flipkart.com/indian-culture-brocade-self-design-solid-kurta-palazzo-material/p/itm44586a439011a?pid=FABFJGSG6HNHYH28&lid=LSTFABFJGSG6HNHYH289HM2TN&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=SEARCH&iid=92326f56-31eb-432e-8634-8295ffb50be5.FABFJGSG6HNHYH28.SEARCH&ppt=browse&ppn=browse&ssid=dht5jzp6io0000001601744417615,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
383,Women Black Wedges Sandal,https://www.flipkart.com/dream-makers-women-black-wedges/p/itmf84kaz8jhs7h4?pid=SNDFDPHKUP8GZXXJ&lid=LSTSNDFDPHKUP8GZXXJAH8D2D&marketplace=FLIPKART&srno=b_1_19&otracker=nmenu_sub_Women_0_Wedges&fm=SEARCH&iid=72f692cf-225a-41ed-a7f3-b2fffc51fd05.SNDFDPHKUP8GZXXJ.SEARCH&ppt=browse&ppn=browse,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
384,Mattel Uno Playing Card Game,https://www.amazon.in/Mattel-Uno-Playing-Card-Game/dp/B00GTJSGXE/ref=sr_1_13?dchild=1&keywords=cards&qid=1601744757&sr=8-13,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
385,Bicycle Green Rider Back Playing Cards,https://www.amazon.in/Bicycle-Green-Rider-Playing-Standard/dp/B071K6V6DL/ref=sr_1_56?dchild=1&keywords=playing+cards&qid=1601744835&sr=8-56,"1,2,3,4,5,6,7","1,0","3,4,5",,,,,,
386,Senco Gold 22k (916) Yellow Gold Stud Earrings for Women,https://www.amazon.in/Senco-Gold-Yellow-Earrings-Women/dp/B01N6P05GP/ref=sr_1_5?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6b3f69b1-e703-4419-98b4-e59dc7e52b39&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-8&qid=1601744930&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_feature_four_browse-bin%3A2160304031&s=jewelry&sr=1-5,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
387,Candere By Kalyan Jewellers 22k (916) Yellow Gold Avery Chain Necklace for Men,https://www.amazon.in/Candere-Kalyan-Jewellers-Yellow-Necklace/dp/B01EA1MKSE/ref=sr_1_5?dchild=1&fst=as%3Aoff&qid=1601745003&rnid=1951049031&s=jewelry&sr=1-5,"1,2,3,4,5,6,7",1,"3,4,5",,,,,,
388,Malabar Gold and Diamonds 22KT Yellow Gold Pendant for Women,https://www.amazon.in/Malabar-Gold-Diamonds-Yellow-Pendant/dp/B071DNBMK7/ref=sr_1_9?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6b3f69b1-e703-4419-98b4-e59dc7e52b39&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-8&qid=1601745067&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_feature_four_browse-bin%3A2160304031&s=jewelry&sr=1-9,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
389,Swastik Jewellers 22KT Yellow Gold Mangalsutra for Women,https://www.amazon.in/Swastik-Jewellers-Yellow-Mangalsutra-Women/dp/B07JCTB5F9/ref=sr_1_2?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6b3f69b1-e703-4419-98b4-e59dc7e52b39&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-8&qid=1601745107&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_feature_four_browse-bin%3A2160304031&s=jewelry&sr=1-2,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
390,Malabar Gold & Diamonds 22KT Yellow Gold Ring for Women,https://www.amazon.in/Malabar-Gold-Diamonds-Yellow-Women/dp/B071VNXZDC/ref=sr_1_26?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6b3f69b1-e703-4419-98b4-e59dc7e52b39&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-8&qid=1601745163&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_feature_four_browse-bin%3A2160304031&s=jewelry&sr=1-26,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
391,Senco Gold 22k Yellow Gold Bangle for Women,https://www.amazon.in/Senco-Gold-Yellow-Bangle-Women/dp/B016KHNZ7Q/ref=sr_1_1?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=6b3f69b1-e703-4419-98b4-e59dc7e52b39&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-8&qid=1601745243&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_feature_four_browse-bin%3A2160304031&rnid=2152549031&s=jewelry&sr=1-1,"1,2,3,4,5,6,7",0,"3,4,5,6,1,0",,,,,,
392,Vega Nail File (Small),https://www.amazon.in/Vega-Nail-File-Small/dp/B007E9E00G/ref=sr_1_5?dchild=1&keywords=nail+filer&qid=1601748228&sr=8-5,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
393,Colorbar Quickfix 4-Way Nail Buffer,https://www.amazon.in/Colorbar-Quickfix-4-Way-Nail-Buffer/dp/B00DRE7CIO/ref=sr_1_8?dchild=1&keywords=nail+filer&qid=1601748228&sr=8-8,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
394,Gillette Venus Hair Removal Razor for Women with Aloe Vera,https://www.amazon.in/Gillette-Venus-Removal-Razor-Women/dp/B000MN95AQ?ref_=Oct_s9_apbd_orecs_hd_bw_b4eZV9z&pf_rd_r=PGFXQFSZP2G7HVEWCPKP&pf_rd_p=70cce775-a6ed-5d55-b677-d2b3bbf903be&pf_rd_s=merchandised-search-10&pf_rd_t=BROWSE&pf_rd_i=4264046031,"1,2,3,4,5,6,7",0,"3,4,5",,,,,,
395,DISHIS Diamond Stud Earring for Women,https://www.amazon.in/Dishis-Designer-Jewellery-Diamond-Earrings/dp/B071W4Z75T/ref=sr_1_6?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=ec08d2a7-df34-4777-b2f4-96ed679373ab&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-9&qid=1601787144&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_material_browse%3A2160529031&s=jewelry&sr=1-6,"1,2,3,4,5,6,7",0,"3,4,5,6,1,0",,,,,,
396,Avsar New Collection 18K (750) Yellow Gold and Diamond Charm Bracelet,https://www.amazon.in/Avsar-Collection-Yellow-Diamond-Bracelet/dp/B01FTSLNX0/ref=sr_1_7?dchild=1&pf_rd_i=5210069031&pf_rd_m=A1VBAL9TL5WCBF&pf_rd_p=ec08d2a7-df34-4777-b2f4-96ed679373ab&pf_rd_r=28W97240YMHBN8Y8E32R&pf_rd_s=merchandised-search-9&qid=1601787234&refinements=p_n_feature_seven_browse-bin%3A2160570031%2Cp_n_material_browse%3A2160529031%2Cp_36%3A250000-99999999&s=jewelry&sr=1-7,"1,2,3,4,5,6,7",0,"3,4,5,6,1,0",,,,,,
397,Silverwala 925-92.5 Sterling Silver Fashion Tendulkar Bracelet for Mens & Boys,https://www.amazon.in/Silverwala-925-92-5-Sterling-Tendulkar-Bracelet/dp/B01AUSQZFA/ref=sr_1_1?dchild=1&pf_rd_i=3588502031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=3bc9fe44-44cb-49b1-8606-77d9da895a7d&pf_rd_r=N2S0XRP11WVYNSK24MPR&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601787306&s=jewelry&sr=1-1,"1,2,3,4,5,6,7",1,"3,4",,,,,,
398,Womens Trendz Traditional Silver Plated Bracelet/Kadas for Baby Boys & Girls,https://www.amazon.in/Womens-Trendz-Traditional-Silver-Bracelet/dp/B07B7Q3P5R/ref=sr_1_4?dchild=1&keywords=kada+for+kids&qid=1601787357&s=jewelry&sr=1-4,"0,1",1,"3,4",,,,,,
399,Clara Certified Yellow Sapphire (Pukhraj) 3cts or 3.25ratti 4 Prongs Silver Ring,https://www.amazon.in/Clara-Certified-Sapphire-Pukhraj-3-25ratti/dp/B00PYRBI2I/ref=sr_1_30?dchild=1&pf_rd_i=3588502031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=3bc9fe44-44cb-49b1-8606-77d9da895a7d&pf_rd_r=N2S0XRP11WVYNSK24MPR&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601787450&s=jewelry&sr=1-30,"1,2,3,4,5,6,7","1,0","3,4",,,,,,
400,MJ 925 Three Line Silver Balls Silver Anklets Silver Payal in Pure 92.5 Sterling Silver for Girls and Women - One Pair,https://www.amazon.in/MJ-Sterling-Silver-Anklet-MJPL0007/dp/B01CJT29DU/ref=sr_1_18?dchild=1&pf_rd_i=3588502031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=3bc9fe44-44cb-49b1-8606-77d9da895a7d&pf_rd_r=N2S0XRP11WVYNSK24MPR&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601787521&s=jewelry&sr=1-18,"1,2,3,4,5,6,7",0,"3,4",,,,,,
401,MJ 925 Stunning CZ Toe Rings (Leg Finger Rings) in 92.5 Sterling Silver for Women and Girls,https://www.amazon.in/MJ-Stunning-Finger-Sterling-Silver/dp/B01N361JD7/ref=sr_1_5?dchild=1&pf_rd_i=3588502031&pf_rd_m=A1K21FY43GMZF8&pf_rd_p=3bc9fe44-44cb-49b1-8606-77d9da895a7d&pf_rd_r=N2S0XRP11WVYNSK24MPR&pf_rd_s=merchandised-search-4&pf_rd_t=101&qid=1601787584&s=jewelry&sr=1-5,"1,2,3,4,5,6,7",0,"3,4",,,,,,
402,ELOISH 92.5 Sterling Silver Nose Ring for Women. 92.5% Pure Silver CZ Studded Nose Ring for Girls (CZNOSERINGSILVER),https://www.amazon.in/ELOISH-Sterling-Silver-Studded-CZNOSERINGSILVER/dp/B085BRQ2SG/ref=sr_1_3?dchild=1&keywords=nose+rings&qid=1601787685&s=jewelry&sr=1-3,"1,2,3,4,5,6,7",0,"3,4",,,,,,
403,"Gehlot Jewellery Star Shaped 14K Pure Gold Nose Pins Studs,Yellow Diamond Nose Pins Studs For Women And Girl",https://www.amazon.in/Gehlot-Jewellery-Shaped-Yellow-Diamond/dp/B085HYV19W/ref=sr_1_5?dchild=1&keywords=nose+pin&qid=1601787711&s=jewelry&sr=1-5,"1,2,3,4,5,6,7",0,"3,4",,,,,,
